,loss,val_loss,lr
0,0.9415956139564514,1.3386669158935547,0.10000000149011612
1,0.8029558658599854,1.2282748222351074,0.10000000149011612
2,0.6693934798240662,1.1264667510986328,0.10000000149011612
3,0.5625708699226379,0.9928070902824402,0.10000000149011612
4,0.47575315833091736,0.8404874801635742,0.10000000149011612
5,0.38928020000457764,0.6683753728866577,0.10000000149011612
6,0.33243080973625183,0.4982818067073822,0.10000000149011612
7,0.27474936842918396,0.33061257004737854,0.10000000149011612
8,0.2265239804983139,0.18544097244739532,0.10000000149011612
9,0.17023614048957825,0.13620859384536743,0.10000000149011612
10,0.12247470021247864,0.2091117650270462,0.10000000149011612
11,0.10859355330467224,0.22239762544631958,0.019999999552965164
12,0.10958880931138992,0.2293420433998108,0.019999999552965164
13,0.10728616267442703,0.23438161611557007,0.019999999552965164
14,0.10280782729387283,0.23534812033176422,0.019999999552965164
15,0.09927357733249664,0.23055444657802582,0.019999999552965164
16,0.09778580069541931,0.2202170342206955,0.019999999552965164
17,0.09469112753868103,0.2058594673871994,0.019999999552965164
18,0.0899515375494957,0.1884513646364212,0.019999999552965164
19,0.08335717767477036,0.1702452301979065,0.019999999552965164
20,0.07487168908119202,0.15238583087921143,0.019999999552965164
21,0.06709633022546768,0.14859364926815033,0.003999999724328518
22,0.06550738215446472,0.1442905068397522,0.003999999724328518
23,0.0634140744805336,0.13945624232292175,0.003999999724328518
24,0.06085802987217903,0.1341768503189087,0.003999999724328518
25,0.05790485441684723,0.12852038443088531,0.003999999724328518
26,0.05460834503173828,0.12254638224840164,0.003999999724328518
27,0.05101333558559418,0.11657294631004333,0.003999999724328518
28,0.04719387739896774,0.11040634661912918,0.003999999724328518
29,0.04332909360527992,0.10419431328773499,0.003999999724328518
30,0.039526015520095825,0.09847088158130646,0.003999999724328518
31,0.03638694807887077,0.09733793139457703,0.0007999999215826392
32,0.03577509522438049,0.0962178111076355,0.0007999999215826392
33,0.035128287971019745,0.09511123597621918,0.0007999999215826392
34,0.03445064276456833,0.09401858597993851,0.0007999999215826392
35,0.03380264714360237,0.09288207441568375,0.0007999999215826392
36,0.03324605152010918,0.09168260544538498,0.0007999999215826392
37,0.03267456218600273,0.09042602777481079,0.0007999999215826392
38,0.032083798199892044,0.0891176164150238,0.0007999999215826392
39,0.031475551426410675,0.08776211738586426,0.0007999999215826392
40,0.030851423740386963,0.0863637924194336,0.0007999999215826392
41,0.030212853103876114,0.08607633411884308,0.0001599999814061448
42,0.030082516372203827,0.08578178286552429,0.0001599999814061448
43,0.02994978427886963,0.08548077940940857,0.0001599999814061448
44,0.029814882203936577,0.08517387509346008,0.0001599999814061448
45,0.029677996411919594,0.08486159145832062,0.0001599999814061448
46,0.029539303854107857,0.08454438298940659,0.0001599999814061448
47,0.029398957267403603,0.0842226892709732,0.0001599999814061448
48,0.02925710566341877,0.08389687538146973,0.0001599999814061448
49,0.029113875702023506,0.0835672989487648,0.0001599999814061448
50,0.028978245332837105,0.08323600888252258,0.0001599999814061448
51,0.028844157233834267,0.08316941559314728,3.199999628122896e-05
52,0.028817014768719673,0.08310253918170929,3.199999628122896e-05
53,0.02878958359360695,0.083035409450531,3.199999628122896e-05
54,0.02876187674701214,0.08296801894903183,3.199999628122896e-05
55,0.028733931481838226,0.08290039002895355,3.199999628122896e-05
56,0.028705762699246407,0.08283256739377975,3.199999628122896e-05
57,0.02867739461362362,0.08276453614234924,3.199999628122896e-05
58,0.02864883653819561,0.08269631117582321,3.199999628122896e-05
59,0.02862011454999447,0.08262792229652405,3.199999628122896e-05
60,0.028591232374310493,0.08255935460329056,3.199999628122896e-05
61,0.028562208637595177,0.08254562318325043,6.399999165296322e-06
62,0.028556376695632935,0.08253183960914612,6.399999165296322e-06
63,0.0285505224019289,0.08251804113388062,6.399999165296322e-06
64,0.02854464389383793,0.08250420540571213,6.399999165296322e-06
65,0.028538743034005165,0.08249035477638245,6.399999165296322e-06
66,0.028532829135656357,0.08247647434473038,6.399999165296322e-06
67,0.028526892885565758,0.08246257901191711,6.399999165296322e-06
68,0.028520941734313965,0.08244864642620087,6.399999165296322e-06
69,0.028514977544546127,0.08243469893932343,6.399999165296322e-06
70,0.028508998453617096,0.08242073655128479,6.399999165296322e-06
71,0.02850300446152687,0.08241793513298035,1.2799998785339994e-06
72,0.028501801192760468,0.0824151411652565,1.2799998785339994e-06
73,0.028500596061348915,0.08241233229637146,1.2799998785339994e-06
74,0.028499390929937363,0.08240952342748642,1.2799998785339994e-06
75,0.028498182073235512,0.08240671455860138,1.2799998785339994e-06
76,0.02849697321653366,0.08240389078855515,1.2799998785339994e-06
77,0.02849576249718666,0.08240107446908951,1.2799998785339994e-06
78,0.028494546189904213,0.08239825069904327,1.2799998785339994e-06
79,0.028493331745266914,0.08239541947841644,1.2799998785339994e-06
80,0.028492115437984467,0.08239259570837021,1.2799998785339994e-06
81,0.02849089726805687,0.08239203691482544,2.559999643381161e-07
82,0.02849065326154232,0.08239146322011948,2.559999643381161e-07
83,0.028490407392382622,0.08239089697599411,2.559999643381161e-07
84,0.028490165248513222,0.08239033073186874,2.559999643381161e-07
85,0.028489921241998672,0.08238976448774338,2.559999643381161e-07
86,0.028489679098129272,0.08238919824361801,2.559999643381161e-07
87,0.028489427641034126,0.08238861709833145,2.559999643381161e-07
88,0.028489185497164726,0.08238805085420609,2.559999643381161e-07
89,0.028488941490650177,0.08238746970891953,2.559999643381161e-07
90,0.02848869189620018,0.08238688856363297,2.559999643381161e-07
91,0.02848844788968563,0.08238677680492401,5.119999357816596e-08
92,0.0284883975982666,0.08238666504621506,5.119999357816596e-08
93,0.028488345444202423,0.0823865532875061,5.119999357816596e-08
94,0.02848830074071884,0.08238642662763596,5.119999357816596e-08
95,0.028488244861364365,0.082386314868927,5.119999357816596e-08
96,0.028488202020525932,0.08238619565963745,5.119999357816596e-08
97,0.028488151729106903,0.0823860764503479,5.119999357816596e-08
98,0.028488099575042725,0.08238596469163895,5.119999357816596e-08
99,0.028488049283623695,0.08238585293292999,5.119999357816596e-08
100,0.028488002717494965,0.08238573372364044,5.119999357816596e-08
101,0.028487954288721085,0.08238571137189865,1.023999907090456e-08
102,0.028487946838140488,0.08238568156957626,1.023999907090456e-08
103,0.028487933799624443,0.08238565921783447,1.023999907090456e-08
104,0.028487928211688995,0.08238562941551208,1.023999907090456e-08
105,0.0284879133105278,0.0823855996131897,1.023999907090456e-08
106,0.028487907722592354,0.0823855847120285,1.023999907090456e-08
107,0.028487898409366608,0.08238556236028671,1.023999907090456e-08
108,0.028487887233495712,0.08238554000854492,1.023999907090456e-08
109,0.028487881645560265,0.08238551020622253,1.023999907090456e-08
110,0.02848787046968937,0.08238549530506134,1.023999907090456e-08
